AD family	Representative protein	subjectid	Phage	Host	TaxID	Source	Pfam ID	Phrog ID
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300017987_005481|3300017987|Ga0180431_1000051868				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300038619_000063|3300038619|Ga0427940_0002341_23489_24358				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300044714_000170|3300044714|Ga0454608_0000224_25592_26461				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300027903_000004|3300027903|Ga0209488_1000035247				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300009143_000001|3300009143|Ga0099792_1000007514				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300025913_000013|3300025913|Ga0207695_100015955				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300009093_000026|3300009093|Ga0105240_1000173233				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300050508_000310|3300050508|nmdc:mga09592_306_c1_16413_17267				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300006880_000016|3300006880|Ga0075429_10000028565				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300027533_000056|3300027533|Ga0208185_100020530				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300012167_000025|3300012167|Ga0137319_100026118				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300014257_000013|3300014257|Ga0075319_100001930				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300026095_000003|3300026095|Ga0207676_1000036838				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300002301_000004|3300002301|JGI24891J29808_100031457				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300048779_000112|3300048779|Ga0495361_001094_16410_17276				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300028563_000002|3300028563|Ga0265319_100027052				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300043778_000128|3300043778|Ga0454593_0000121_22735_23601				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300028666_000061|3300028666|Ga0265336_1000022520				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300036790_000526|3300036790|Ga0376660_0002412_38383_39249				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300037852_000168|3300037852|Ga0372960_0000615_28577_29443				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300048901_000218|3300048901|Ga0496098_0000119_341_1225				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300027860_000019|3300027860|Ga0209611_1000165145				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300021363_000012|3300021363|Ga0193699_1000010724				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300013793_000001|3300013793|Ga0119894_100000645				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300050821_005207|3300050821|Ga0505706_00011402_28699_29559				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300010399_000022|3300010399|Ga0134127_1000045123				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300028573_000031|3300028573|Ga0265334_1000016643				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300020017_000422|3300020017|Ga0206654_10003533				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300047333_000045|3300047333|Ga0495351_0000237_7449_8309				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300026023_000016|3300026023|Ga0207677_1000028226				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300005338_000005|3300005338|Ga0068868_10000023430				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300020026_000162|3300020026|Ga0206653_10003527				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300021076_000200|3300021076|Ga0215009_1000073631				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300032829_000044|3300032829|Ga0335070_1000271419				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300021083_000313|3300021083|Ga0215006_1000059455				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300032893_000160|3300032893|Ga0335069_1000142615				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300027496_000004|3300027496|Ga0208987_100002349				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300009500_000027|3300009500|Ga0116229_1000292644				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300014492_000005|3300014492|Ga0182013_1000100719				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300028666_000065|3300028666|Ga0265336_1000023111				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300037258_000773|3300037258|Ga0376646_0003953_9310_10170				IMGVR	PF09588.15	phrog_19855
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300027807_000006|3300027807|Ga0209208_1000193228				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300011114_000967|3300011114|Ga0151515_101337				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300042090_001631|3300042090|Ga0455669_00007380_29091_29966				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300014201_000028|3300014201|Ga0181537_1000126243				IMGVR	PF09588.15	
APIS099	IMGVR_UViG_3300050134_000048|3300050134|Ga0500026_0000319_27356_28222	IMGVR_UViG_3300033076_001468|3300033076|Ga0364575_1011653				IMGVR	PF09588.15	
APIS100	IMGVR_UViG_2838756947_000002|2838756947|2838760980	IMGVR_UViG_2838756947_000002|2838756947|2838760980		Xenorhabdus innexi	290109	IMGVR	PF03230.18	
APIS100	IMGVR_UViG_2838756947_000002|2838756947|2838760980	IMGVR_UViG_2848576382_000012|2848576382|2848578646		Xenorhabdus stockiae	351614	IMGVR	PF03230.18	
APIS100	IMGVR_UViG_2838756947_000002|2838756947|2838760980	IMGVR_UViG_2896227970_000003|2896227970|2896227985		Providencia alcalifaciens	126385	IMGVR	PF03230.18	
APIS101	YP_009283008.1	MW749003_00278	Bacillus phage vB_BspM_Internexus	Bacillus	55087	INPHARED	PF18880.5	phrog_26433
APIS101	YP_009283008.1	OM728297_00120	Bacillus phage vB_BsuM-Goe21	Bacillus	55087	INPHARED	PF18880.5	phrog_26433
APIS101	YP_009283008.1	YP_009283008.1	Bacillus phage AR9	Bacillus subtilis	1423	NCBI	PF18880.5,PF18880.5	phrog_26433,phrog_26433
APIS102	DQ003642_00031	IMGVR_UViG_641736262_000002|641736262|641761961		Listeria monocytogenes	1639	IMGVR		
APIS102	DQ003642_00031	IMGVR_UViG_2630968539_000002|2630968539|2632215807		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	DQ003642_00031	Listeria phage A006	Listeria	1637	INPHARED	PF06114.18,PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2630968847_000004|2630968847|2633475895		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2675903288_000005|2675903288|2677376753		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2687453516_000003|2687453516|2689093548		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2778261017_000004|2778261017|2778609750		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2916455769_000001|2916455769|2916458820		Listeria grayi	1641	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2690315853_000004|2690315853|2691318791		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2556921670_000001|2556921670|2558284539		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2556921671_000002|2556921671|2558288343		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	IMGVR_UViG_2778261648_000003|2778261648|2780881491		Listeria monocytogenes	1639	IMGVR	PF06114.18	
APIS102	DQ003642_00031	ivig_2861_74		Listeria innocua	1642	GPD	PF06114.18	
APIS102	DQ003642_00031	ON456151_00029	Listeria phage HB17054	Listeria	1637	INPHARED	PF06114.18	
APIS103	YP_009031408.1	IMGVR_UViG_3300009671_000009|3300009671|Ga0123334_1000014175				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300026290_000007|3300026290|Ga0209510_1000037284				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300035158_000812|3300035158|Ga0374083_0766059_25856_26656				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300011118_000008|3300011118|Ga0114922_1000025123				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300005253_000073|3300005253|Ga0073583_125122432				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300001751_000012|3300001751|JGI2172J19969_100013262				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300035698_022190|3300035698|Ga0374944_437447_139047_139880				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300009838_000047|3300009838|Ga0116153_1000070737				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300017991_000084|3300017991|Ga0180434_1000021260				IMGVR	PF10127.14	phrog_4938
APIS103	YP_009031408.1	IMGVR_UViG_3300037483_000361|3300037483|Ga0395805_0000353_89632_90402				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300037510_000569|3300037510|Ga0400236_0000001_93467_94261				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300028883_000032|3300028883|Ga0272443_1000006772				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300033072_001087|3300033072|Ga0364570_1012349				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300022217_000169|3300022217|Ga0224514_1000001983				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300021170_000013|3300021170|Ga0210400_1000014452				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300032156_000002|3300032156|Ga0315295_1000005316				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300002053_000045|3300002053|SMTZ23_1000184355				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300005253_000144|3300005253|Ga0073583_107622948				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300009285_002354|3300009285|Ga0103680_10000043148				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300028897_000536|3300028897|Ga0309836_100124675				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300024432_000060|3300024432|Ga0209977_1000014141				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300050821_010655|3300050821|Ga0505706_00002690_65147_65938				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300029812_000162|3300029812|Ga0311295_141519132				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300033141_005271|3300033141|Ga0366833_100206814				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300028883_000992|3300028883|Ga0272443_1000017262				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300009034_000002|3300009034|Ga0115863_1000017195				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300037067_010064|3300037067|Ga0378408_0003247_29598_30389				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300009537_002844|3300009537|Ga0129283_100014268				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300037067_023527|3300037067|Ga0378408_0000298_43043_43888				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300014205_000208|3300014205|Ga0172380_100004513				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300037067_005534|3300037067|Ga0378408_0001240_10612_11325				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300024999_001377|3300024999|Ga0209728_100011424				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300010396_000038|3300010396|Ga0134126_10000061159				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300028654_000012|3300028654|Ga0265322_10000016109				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300035122_000006|3300035122|Ga0373556_0000008_15440_16198				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300001580_000011|3300001580|Draft_1000008065				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300045988_082442|3300045988|Ga0495776_011116_138465_139289		CAG-508	1861810	IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300006131_000001|3300006131|Ga0080692_100001540				IMGVR	PF10127.14	
APIS103	YP_009031408.1	MGV-GENOME-0379567_172				MGV	PF10127.14	
APIS103	YP_009031408.1	MN013089_00189	Bacillus phage vB_BspM_MarvelLand	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	YP_009031408.1	Bacillus phage BCP1	Escherichia	561	NCBI	PF10127.14,PF10127.14	
APIS103	YP_009031408.1	MN150686_00126	Bacillus phage BC-T25	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	MH487649_00185	Bacillus phage BC01	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300026493_000032|3300026493|Ga0256786_100030510				IMGVR	PF10127.14	
APIS103	YP_009031408.1	OK499977_00122	Bacillus phage vB_BanH_Emiliahah	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KJ676859_00170	Bacillus phage JBP901	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	OK499983_00123	Bacillus phage vB_BanH_McCartney	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KJ081346_00209	Bacillus phage BCP8-2	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	MG602477_00116	Bacillus phage BCP01	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	MN364664_00055	Xanthomonas phage Xoo-sp15	Xanthomonas	338	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KT187252_00181	Bacillus phage PBC6	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300027078_000040|3300027078|Ga0256912_100006121				IMGVR	PF10127.14	
APIS103	YP_009031408.1	KU577463_00148	Bacillus phage Deep Blue	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	OL964058_00076	Bacillus phage vB_BtM_BMBsp2	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KT995480_00136	Bacillus phage BM15	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300026442_000017|3300026442|Ga0256785_10002996				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2585427716_000002|2585427716|2586323728		Bacillus tequilensis	227866	IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2716885011_000001|2716885011|2718187351		Bacillus velezensis	492670	IMGVR	PF10127.14	phrog_388
APIS103	YP_009031408.1	JN797798_00160	Bacillus phage BCU4	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KX961630_00136	Bacillus phage QCM8	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KT224359_00128	Bacillus phage TsarBomba	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	ON975036_00134	Bacillus phage Thurquoise	Bacillus	55087	INPHARED	PF10127.14	phrog_388
APIS103	YP_009031408.1	JX094431_00174	Bacillus phage vB_BceM_Bc431v3	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	KX987999_00125	Bacillus phage BCP12	Bacillus	55087	INPHARED	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300027653_000769|3300027653|Ga0209487_1000008196				IMGVR	PF10127.14	phrog_388
APIS103	YP_009031408.1	IMGVR_UViG_3300017917_002918|3300017917|Ga0192394_132048142				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_3300037280_000066|3300037280|Ga0397554_0000002_12085_12849				IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2518645577_000002|2518645577|2518898719		Bacillus thuringiensis	1428	IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_643886092_000005|643886092|644720540		Bacillus thuringiensis	1428	IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2912838376_000002|2912838376|2912843997		Bacillus tropicus	2026188	IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2881684137_000004|2881684137|2881687494		Paenibacillus sp004134985		IMGVR	PF10127.14	
APIS103	YP_009031408.1	IMGVR_UViG_2671180244_000004|2671180244|2671974681		Bacillus pumilus	1408	IMGVR	PF10127.14	
APIS103	YP_009031408.1	OM634661_00178	Bacillus phage vB_BauM_KLEB27-3	Bacillus	55087	INPHARED	PF10127.14	
APIS104	NP_899510.1	IMGVR_UViG_3300026302_000005|3300026302|Ga0209794_1000034223				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300017917_001342|3300017917|Ga0192394_117770329				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300025858_000012|3300025858|Ga0209099_1000030155				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300010352_001543|3300010352|Ga0116247_10000020136				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300022902_000004|3300022902|Ga0233429_1000026501				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300024259_000123|3300024259|Ga0233437_100238130				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300014204_000190|3300014204|Ga0172381_1000027068				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300028603_000046|3300028603|Ga0265293_1000099819				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300031603_000013|3300031603|Ga0307989_100027522				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MT161459_00059	Aeromonas phage Ahp1_CNU-2021	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	OQ331036_00037	Yersinia phage MHG19	Yersinia	444888	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MGV-GENOME-0378626_215				MGV	PF04095.21,PF18127.6	
APIS104	NP_899510.1	KC954775_00244	Cronobacter phage S13	Cronobacter	413496	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300045988_066415|3300045988|Ga0495776_014907_141848_143275				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	OM638103_00106	Cronobacter phage LPCS28	Cronobacter	413496	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MN871507_00046	Aeromonas phage asfd_1h	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	ON042478_00134	Aeromonas phage AhFM11	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	phrog_20104
APIS104	NP_899510.1	OL840900_00196	Aeromonas phage AhMtk13a	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	JX306041_00075	Stenotrophomonas phage IME13	Stenotrophomonas	40323	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	JN377894_00067	Aeromonas phage Aes508	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	IMGVR_UViG_3300024239_000257|3300024239|Ga0247724_10002514				IMGVR	PF04095.21,PF18127.6	
APIS104	NP_899510.1	AY375531_00071	Aeromonas phage 44RR2.8t	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MF479730_00174	Aeromonas phage AS-gz	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	KY290958_00073	Aeromonas phage SW69-9	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	JN377895_00068	Aeromonas phage Aes012	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	KY290956_00073	Aeromonas phage L9-6	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	KY290951_00071	Aeromonas phage 31.2	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	HM452125_00208	Aeromonas phage phiAS4	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MH179476_00055	Aeromonas phage 50AhydR13PP	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MW584871_00066	Aeromonas phage vB_AsM_ZHF	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MH791407_00283	Aeromonas phage AsFcp_4	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MN871440_00284	Aeromonas phage AsFcp_1	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	HM452126_00248	Aeromonas phage phiAS5	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	MG250483_00114	Aeromonas phage Ah1	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	AY266303_00121	Aeromonas phage Aeh1	Aeromonas	642	INPHARED	PF04095.21,PF18127.6	
APIS104	NP_899510.1	AY967407_00251	Escherichia phage RB43	Escherichia	561	INPHARED	PF04095.21,PF18127.6	
